,Protein Name,Substrate,Subtype,Family,Family Name,Transporter Class,TC number,Entry,Entry Name,Protein names,Gene Symbol,Uniprot ID
848,NP_001001323,plasma membrane calcium ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,P20020,AT2B1_HUMAN,Plasma membrane calcium-transporting ATPase 1 (EC 7.2.2.10) (Plasma membrane calcium ATPase isoform 1) (PMCA1) (Plasma membrane calcium pump isoform 1),ATP2B1,P20020
849,NP_001673,plasma membrane calcium ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,P20020,AT2B1_HUMAN,Plasma membrane calcium-transporting ATPase 1 (EC 7.2.2.10) (Plasma membrane calcium ATPase isoform 1) (PMCA1) (Plasma membrane calcium pump isoform 1),ATP2B1,P20020
850,NP_001673,plasma membrane calcium ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,A0A024RBC7,A0A024RBC7_HUMAN,Calcium-transporting ATPase (EC 7.2.2.10),ATP2B1,A0A024RBC7
851,NP_001675,plasma membrane calcium ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,P23634,AT2B4_HUMAN,Plasma membrane calcium-transporting ATPase 4 (PMCA4) (EC 7.2.2.10) (Matrix-remodeling-associated protein 1) (Plasma membrane calcium ATPase isoform 4) (Plasma membrane calcium pump isoform 4),ATP2B4,P23634
852,NP_001001396,plasma membrane calcium ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,P23634,AT2B4_HUMAN,Plasma membrane calcium-transporting ATPase 4 (PMCA4) (EC 7.2.2.10) (Matrix-remodeling-associated protein 1) (Plasma membrane calcium ATPase isoform 4) (Plasma membrane calcium pump isoform 4),ATP2B4,P23634
853,NP_001675,plasma membrane calcium ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,A0A024R968,A0A024R968_HUMAN,Calcium-transporting ATPase (EC 7.2.2.10),ATP2B4,A0A024R968
854,NP_000695,proton:potassium ion antiporter,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,P20648,ATP4A_HUMAN,Potassium-transporting ATPase alpha chain 1 (EC 7.2.2.19) (Gastric H(+)/K(+) ATPase subunit alpha) (Proton pump),ATP4A,P20648
855,NP_000695,proton:potassium ion antiporter,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q658V6,Q658V6_HUMAN,Sodium/potassium-transporting ATPase subunit alpha,ATP4A,Q658V6
856,NP_000043,copper ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q04656,ATP7A_HUMAN,Copper-transporting ATPase 1 (EC 7.2.2.8) (Copper pump 1) (Menkes disease-associated protein),ATP7A,Q04656
857,NP_000043,copper ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,B4DRW0,B4DRW0_HUMAN,"cDNA FLJ58125, highly similar to Copper-transporting ATPase 1",ATP7A,B4DRW0
858,NP_000043,copper ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q762B6,Q762B6_HUMAN,ATP7A protein,ATP7A,Q762B6
859,NP_001001331,plasma membrane calcium ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q01814,AT2B2_HUMAN,Plasma membrane calcium-transporting ATPase 2 (PMCA2) (EC 7.2.2.10) (Plasma membrane calcium ATPase isoform 2) (Plasma membrane calcium pump isoform 2),ATP2B2,Q01814
860,NP_001674,plasma membrane calcium ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,A0A024R2E4,A0A024R2E4_HUMAN,Calcium-transporting ATPase (EC 7.2.2.10),ATP2B2,A0A024R2E4
861,NP_001674,plasma membrane calcium ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q4LE63,Q4LE63_HUMAN,P-type Ca(2+) transporter (EC 7.2.2.10),ATP2B2,Q4LE63
862,NP_005594,phospholipid?,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,O43520,AT8B1_HUMAN,Phospholipid-transporting ATPase IC (EC 7.6.2.1) (ATPase class I type 8B member 1) (Familial intrahepatic cholestasis type 1) (P4-ATPase flippase complex alpha subunit ATP8B1),ATP8B1,O43520
863,NP_036201,sodium ion:potassium ion antiporter,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q9UN42,AT1B4_HUMAN,"Protein ATP1B4 (X,K-ATPase subunit beta-m) (X/potassium-transporting ATPase subunit beta-m)",ATP1B4,Q9UN42
864,NP_057613,aminophospholipid,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q9NTI2,AT8A2_HUMAN,Phospholipid-transporting ATPase IB (EC 7.6.2.1) (ATPase class I type 8A member 2) (ML-1) (P4-ATPase flippase complex alpha subunit ATP8A2),ATP8A2,Q9NTI2
865,NP_057613,aminophospholipid,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q6ZU25,Q6ZU25_HUMAN,Phospholipid-transporting ATPase (EC 7.6.2.1),ATP8A2,Q6ZU25
866,NP_065143,cation,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q9HD20,AT131_HUMAN,Endoplasmic reticulum transmembrane helix translocase (EC 7.4.2.-) (Endoplasmic reticulum P5A-ATPase),ATP13A1,Q9HD20
867,NP_065143,cation,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,A0A024R7N2,A0A024R7N2_HUMAN,"ATPase type 13A1, isoform CRA_c",ATP13A1,A0A024R7N2
868,NP_001667,proton:potassium ion antiporter,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,P54707,AT12A_HUMAN,Potassium-transporting ATPase alpha chain 2 (HK alpha 2) (Non-gastric H(+)/K(+) ATPase subunit alpha) (EC 7.2.2.19) (Non-gastric Na(+)/K(+) ATPase subunit alpha) (EC 7.2.2.13) (Proton pump) (Sodium pump),ATP12A,P54707
869,NP_001667,proton:potassium ion antiporter,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,B4E0R9,B4E0R9_HUMAN,Sodium/potassium-transporting ATPase subunit alpha,ATP12A,B4E0R9
870,NP_775293,sarcoplasmic/endoplasmic reticulum calcium ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,O14983,AT2A1_HUMAN,"Sarcoplasmic/endoplasmic reticulum calcium ATPase 1 (SERCA1) (SR Ca(2+)-ATPase 1) (EC 7.2.2.10) (Calcium pump 1) (Calcium-transporting ATPase sarcoplasmic reticulum type, fast twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase)",ATP2A1,O14983
871,NP_004311,sarcoplasmic/endoplasmic reticulum calcium ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,O14983,AT2A1_HUMAN,"Sarcoplasmic/endoplasmic reticulum calcium ATPase 1 (SERCA1) (SR Ca(2+)-ATPase 1) (EC 7.2.2.10) (Calcium pump 1) (Calcium-transporting ATPase sarcoplasmic reticulum type, fast twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase)",ATP2A1,O14983
872,NP_775293,sarcoplasmic/endoplasmic reticulum calcium ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q7Z675,Q7Z675_HUMAN,Calcium-transporting ATPase (EC 7.2.2.10),ATP2A1,Q7Z675
873,NP_004311,sarcoplasmic/endoplasmic reticulum calcium ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q7Z675,Q7Z675_HUMAN,Calcium-transporting ATPase (EC 7.2.2.10),ATP2A1,Q7Z675
874,NP_001001344,plasma membrane calcium ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q16720,AT2B3_HUMAN,Plasma membrane calcium-transporting ATPase 3 (PMCA3) (EC 7.2.2.10) (Plasma membrane calcium ATPase isoform 3) (Plasma membrane calcium pump isoform 3),ATP2B3,Q16720
875,NP_068768,plasma membrane calcium ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q16720,AT2B3_HUMAN,Plasma membrane calcium-transporting ATPase 3 (PMCA3) (EC 7.2.2.10) (Plasma membrane calcium ATPase isoform 3) (Plasma membrane calcium pump isoform 3),ATP2B3,Q16720
876,NP_079429,phospholipid,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,O94823,AT10B_HUMAN,Phospholipid-transporting ATPase VB (EC 7.6.2.1) (ATPase class V type 10B) (P4-ATPase flippase complex alpha subunit ATP10B),ATP10B,O94823
877,NP_071372,cation,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q9NQ11,AT132_HUMAN,Polyamine-transporting ATPase 13A2 (EC 7.6.2.-),ATP13A2,Q9NQ11
878,NP_077816,phospholipid,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,O60312,AT10A_HUMAN,Phospholipid-transporting ATPase VA (EC 7.6.2.1) (ATPase class V type 10A) (Aminophospholipid translocase VA) (P4-ATPase flippase complex alpha subunit ATP10A),ATP10A,O60312
879,NP_006086,aminophospholipid,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q9Y2Q0,AT8A1_HUMAN,Phospholipid-transporting ATPase IA (EC 7.6.2.1) (ATPase class I type 8A member 1) (Chromaffin granule ATPase II) (P4-ATPase flippase complex alpha subunit ATP8A1),ATP8A1,Q9Y2Q0
880,NP_001098999,aminophospholipid,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q9Y2Q0,AT8A1_HUMAN,Phospholipid-transporting ATPase IA (EC 7.6.2.1) (ATPase class I type 8A member 1) (Chromaffin granule ATPase II) (P4-ATPase flippase complex alpha subunit ATP8A1),ATP8A1,Q9Y2Q0
881,NP_078800,cation,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q9H7F0,AT133_HUMAN,Polyamine-transporting ATPase 13A3 (ATPase family homolog up-regulated in senescence cells 1) (Putrescine transporting ATPase) (EC 7.6.2.16),ATP13A3,Q9H7F0
882,NP_689509,sodium ion:potassium ion antiporter,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,P13637,AT1A3_HUMAN,Sodium/potassium-transporting ATPase subunit alpha-3 (Na(+)/K(+) ATPase alpha-3 subunit) (EC 7.2.2.13) (Na(+)/K(+) ATPase alpha(III) subunit) (Sodium pump subunit alpha-3),ATP1A3,P13637
883,NP_689509,sodium ion:potassium ion antiporter,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q53ES0,Q53ES0_HUMAN,Sodium/potassium-transporting ATPase subunit alpha,ATP1A3,Q53ES0
884,NP_055431,phospholipid,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q9Y2G3,AT11B_HUMAN,Phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B),ATP11B,Q9Y2G3
885,NP_055431,phospholipid,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,B4DKX1,B4DKX1_HUMAN,"cDNA FLJ60651, highly similar to Probable phospholipid-transporting ATPase IF",ATP11B,B4DKX1
886,NP_055431,phospholipid,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,B4E3T1,B4E3T1_HUMAN,Phospholipid-transporting ATPase (EC 7.6.2.1),ATP11B,B4E3T1
887,NP_777617,sarcoplasmic/endoplasmic reticulum calcium ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q93084,AT2A3_HUMAN,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 (SERCA3) (SR Ca(2+)-ATPase 3) (EC 7.2.2.10) (Calcium pump 3),ATP2A3,Q93084
888,NP_777616,sarcoplasmic/endoplasmic reticulum calcium ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q93084,AT2A3_HUMAN,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 (SERCA3) (SR Ca(2+)-ATPase 3) (EC 7.2.2.10) (Calcium pump 3),ATP2A3,Q93084
889,NP_777615,sarcoplasmic/endoplasmic reticulum calcium ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q93084,AT2A3_HUMAN,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 (SERCA3) (SR Ca(2+)-ATPase 3) (EC 7.2.2.10) (Calcium pump 3),ATP2A3,Q93084
890,NP_777614,sarcoplasmic/endoplasmic reticulum calcium ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q93084,AT2A3_HUMAN,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 (SERCA3) (SR Ca(2+)-ATPase 3) (EC 7.2.2.10) (Calcium pump 3),ATP2A3,Q93084
891,NP_777613,sarcoplasmic/endoplasmic reticulum calcium ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q93084,AT2A3_HUMAN,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 (SERCA3) (SR Ca(2+)-ATPase 3) (EC 7.2.2.10) (Calcium pump 3),ATP2A3,Q93084
892,NP_005164,sarcoplasmic/endoplasmic reticulum calcium ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q93084,AT2A3_HUMAN,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 (SERCA3) (SR Ca(2+)-ATPase 3) (EC 7.2.2.10) (Calcium pump 3),ATP2A3,Q93084
893,NP_777618,sarcoplasmic/endoplasmic reticulum calcium ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q93084,AT2A3_HUMAN,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 (SERCA3) (SR Ca(2+)-ATPase 3) (EC 7.2.2.10) (Calcium pump 3),ATP2A3,Q93084
894,NP_777617,sarcoplasmic/endoplasmic reticulum calcium ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,A8K9K1,A8K9K1_HUMAN,Calcium-transporting ATPase (EC 7.2.2.10),ATP2A3,A8K9K1
895,NP_777616,sarcoplasmic/endoplasmic reticulum calcium ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,A8K9K1,A8K9K1_HUMAN,Calcium-transporting ATPase (EC 7.2.2.10),ATP2A3,A8K9K1
896,NP_777615,sarcoplasmic/endoplasmic reticulum calcium ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,A8K9K1,A8K9K1_HUMAN,Calcium-transporting ATPase (EC 7.2.2.10),ATP2A3,A8K9K1
897,NP_777614,sarcoplasmic/endoplasmic reticulum calcium ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,A8K9K1,A8K9K1_HUMAN,Calcium-transporting ATPase (EC 7.2.2.10),ATP2A3,A8K9K1
898,NP_777613,sarcoplasmic/endoplasmic reticulum calcium ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,A8K9K1,A8K9K1_HUMAN,Calcium-transporting ATPase (EC 7.2.2.10),ATP2A3,A8K9K1
899,NP_005164,sarcoplasmic/endoplasmic reticulum calcium ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,A8K9K1,A8K9K1_HUMAN,Calcium-transporting ATPase (EC 7.2.2.10),ATP2A3,A8K9K1
900,NP_777618,sarcoplasmic/endoplasmic reticulum calcium ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,A8K9K1,A8K9K1_HUMAN,Calcium-transporting ATPase (EC 7.2.2.10),ATP2A3,A8K9K1
901,NP_065186,aminophospholipid,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q9P241,AT10D_HUMAN,Phospholipid-transporting ATPase VD (EC 7.6.2.1) (ATPase class V type 10D) (P4-ATPase flippase complex alpha subunit ATP10D),ATP10D,Q9P241
902,NP_006036,phospholipid,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,O75110,ATP9A_HUMAN,Probable phospholipid-transporting ATPase IIA (EC 7.6.2.1) (ATPase class II type 9A),ATP9A,O75110
903,NP_006036,phospholipid,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,B4DR18,B4DR18_HUMAN,Phospholipid-transporting ATPase (EC 7.6.2.1),ATP9A,B4DR18
904,NP_006036,phospholipid,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q2NLD0,Q2NLD0_HUMAN,Phospholipid-transporting ATPase (EC 7.6.2.1),ATP9A,Q2NLD0
905,NP_000693,sodium ion:potassium ion antiporter,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,P50993,AT1A2_HUMAN,Sodium/potassium-transporting ATPase subunit alpha-2 (Na(+)/K(+) ATPase alpha-2 subunit) (EC 7.2.2.13) (Sodium pump subunit alpha-2),ATP1A2,P50993
906,NP_000693,sodium ion:potassium ion antiporter,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,A0A0S2Z3W6,A0A0S2Z3W6_HUMAN,Sodium/potassium-transporting ATPase subunit alpha,ATP1A2,A0A0S2Z3W6
907,NP_000696,sodium ion:potassium ion antiporter,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,P51164,ATP4B_HUMAN,Potassium-transporting ATPase subunit beta (Gastric H(+)/K(+) ATPase subunit beta) (Proton pump beta chain),ATP4B,P51164
908,NP_055197,calcium ion/manganese ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,P98194,AT2C1_HUMAN,Calcium-transporting ATPase type 2C member 1 (ATPase 2C1) (EC 7.2.2.10) (ATP-dependent Ca(2+) pump PMR1) (Ca(2+)/Mn(2+)-ATPase 2C1) (Secretory pathway Ca(2+)-transporting ATPase type 1) (SPCA1),ATP2C1,P98194
909,NP_001001487,calcium ion/manganese ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,P98194,AT2C1_HUMAN,Calcium-transporting ATPase type 2C member 1 (ATPase 2C1) (EC 7.2.2.10) (ATP-dependent Ca(2+) pump PMR1) (Ca(2+)/Mn(2+)-ATPase 2C1) (Secretory pathway Ca(2+)-transporting ATPase type 1) (SPCA1),ATP2C1,P98194
910,NP_001001486,calcium ion/manganese ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,P98194,AT2C1_HUMAN,Calcium-transporting ATPase type 2C member 1 (ATPase 2C1) (EC 7.2.2.10) (ATP-dependent Ca(2+) pump PMR1) (Ca(2+)/Mn(2+)-ATPase 2C1) (Secretory pathway Ca(2+)-transporting ATPase type 1) (SPCA1),ATP2C1,P98194
911,NP_001001485,calcium ion/manganese ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,P98194,AT2C1_HUMAN,Calcium-transporting ATPase type 2C member 1 (ATPase 2C1) (EC 7.2.2.10) (ATP-dependent Ca(2+) pump PMR1) (Ca(2+)/Mn(2+)-ATPase 2C1) (Secretory pathway Ca(2+)-transporting ATPase type 1) (SPCA1),ATP2C1,P98194
912,NP_000692,sodium ion:potassium ion antiporter,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,P05023,AT1A1_HUMAN,Sodium/potassium-transporting ATPase subunit alpha-1 (Na(+)/K(+) ATPase alpha-1 subunit) (EC 7.2.2.13) (Sodium pump subunit alpha-1),ATP1A1,P05023
913,NP_001001734,sodium ion:potassium ion antiporter,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q13733,AT1A4_HUMAN,Sodium/potassium-transporting ATPase subunit alpha-4 (Na(+)/K(+) ATPase alpha-4 subunit) (EC 7.2.2.13) (Sodium pump subunit alpha-4),ATP1A4,Q13733
914,NP_653300,sodium ion:potassium ion antiporter,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q13733,AT1A4_HUMAN,Sodium/potassium-transporting ATPase subunit alpha-4 (Na(+)/K(+) ATPase alpha-4 subunit) (EC 7.2.2.13) (Sodium pump subunit alpha-4),ATP1A4,Q13733
915,NP_001668,sodium ion:potassium ion antiporter,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,P05026,AT1B1_HUMAN,Sodium/potassium-transporting ATPase subunit beta-1 (Sodium/potassium-dependent ATPase subunit beta-1),ATP1B1,P05026
916,NP_001668,sodium ion:potassium ion antiporter,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,A3KLL5,A3KLL5_HUMAN,Sodium/potassium-transporting ATPase subunit beta,ATP1B1,A3KLL5
917,NP_065185,phospholipid,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,P98198,AT8B2_HUMAN,Phospholipid-transporting ATPase ID (EC 7.6.2.1) (ATPase class I type 8B member 2) (P4-ATPase flippase complex alpha subunit ATP8B2),ATP8B2,P98198
918,NP_001005855,phospholipid,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,P98198,AT8B2_HUMAN,Phospholipid-transporting ATPase ID (EC 7.6.2.1) (ATPase class I type 8B member 2) (P4-ATPase flippase complex alpha subunit ATP8B2),ATP8B2,P98198
919,NP_000044,copper ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,P35670,ATP7B_HUMAN,Copper-transporting ATPase 2 (EC 7.2.2.8) (Copper pump 2) (Wilson disease-associated protein) [Cleaved into: WND/140 kDa],ATP7B,P35670
920,NP_000044,copper ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,A0A024RDX3,A0A024RDX3_HUMAN,P-type Cu(+) transporter (EC 7.2.2.8),ATP7B,A0A024RDX3
921,NP_000044,copper ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,B7ZLR4,B7ZLR4_HUMAN,P-type Cu(+) transporter (EC 7.2.2.8),ATP7B,B7ZLR4
922,NP_001005918,copper ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,B7ZLR4,B7ZLR4_HUMAN,P-type Cu(+) transporter (EC 7.2.2.8),ATP7B,B7ZLR4
923,NP_001010986,phospholipid,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q8NB49,AT11C_HUMAN,Phospholipid-transporting ATPase IG (EC 7.6.2.1) (ATPase IQ) (ATPase class VI type 11C) (P4-ATPase flippase complex alpha subunit ATP11C),ATP11C,Q8NB49
924,NP_775965,phospholipid,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q8NB49,AT11C_HUMAN,Phospholipid-transporting ATPase IG (EC 7.6.2.1) (ATPase IQ) (ATPase class VI type 11C) (P4-ATPase flippase complex alpha subunit ATP11C),ATP11C,Q8NB49
925,NP_055676,calcium ion/manganese ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,O75185,AT2C2_HUMAN,Calcium-transporting ATPase type 2C member 2 (ATPase 2C2) (EC 7.2.2.10) (Ca(2+)/Mn(2+)-ATPase 2C2) (Secretory pathway Ca(2+)-transporting ATPase type 2) (SPCA2),ATP2C2,O75185
926,NP_079113,phospholipid,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q8TF62,AT8B4_HUMAN,Probable phospholipid-transporting ATPase IM (EC 7.6.2.1) (ATPase class I type 8B member 4) (P4-ATPase flippase complex alpha subunit ATP8B4),ATP8B4,Q8TF62
927,NP_079113,phospholipid,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q6PG43,Q6PG43_HUMAN,ATP8B4 protein,ATP8B4,Q6PG43
928,NP_056020,phospholipid,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,P98196,AT11A_HUMAN,Phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A),ATP11A,P98196
929,NP_115565,phospholipid,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,P98196,AT11A_HUMAN,Phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A),ATP11A,P98196
930,NP_056020,phospholipid,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q659C3,Q659C3_HUMAN,Uncharacterized protein DKFZp434P0831,ATP11A,Q659C3
931,NP_115565,phospholipid,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q659C3,Q659C3_HUMAN,Uncharacterized protein DKFZp434P0831,ATP11A,Q659C3
932,NP_056020,phospholipid,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q6PJ25,Q6PJ25_HUMAN,Phospholipid-transporting ATPase (EC 7.6.2.1),ATP11A,Q6PJ25
933,NP_115565,phospholipid,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q6PJ25,Q6PJ25_HUMAN,Phospholipid-transporting ATPase (EC 7.6.2.1),ATP11A,Q6PJ25
934,NP_115565,phospholipid,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,E9PEJ6,E9PEJ6_HUMAN,Phospholipid-transporting ATPase (EC 7.6.2.1),ATP11A,E9PEJ6
935,NP_115655,cation,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q4VNC1,AT134_HUMAN,Probable cation-transporting ATPase 13A4 (EC 7.2.2.-) (P5-ATPase isoform 4),ATP13A4,Q4VNC1
936,NP_115655,cation,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,B3KU47,B3KU47_HUMAN,"cDNA FLJ39191 fis, clone OCBBF2004669, highly similar to Homo sapiens ATPase type 13A4 (ATP13A4), mRNA",ATP13A4,B3KU47
937,NP_620168,phospholipid,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,O60423,AT8B3_HUMAN,Phospholipid-transporting ATPase IK (EC 7.6.2.1) (ATPase class I type 8B member 3),ATP8B3,O60423
